name max avg min
1327299_sf_hexa 34.158 2.6563 1.01239
1329184_sf_hexa 11.4739 1.96312 1.00122
1329185_sf_hexa 10.3387 1.52373 1
1329188_sf_hexa 21.7363 3.09368 1.03733
133077_sf_hexa 29.3344 2.43349 1.01118
133078_sf_hexa 45.0635 2.49258 1.00104
133275_sf_hexa 26.3168 2.62451 1.03535
133276_sf_hexa 36.1244 2.75429 1.06357
1335002_sf_hexa 31.0859 2.09034 1.00007
1339228_sf_hexa 52.7176 2.83361 1.05517
133991_sf_hexa 103.411 2.20936 1.00008
1341742_sf_hexa 23.6503 2.49199 1.0483
1341744_sf_hexa 32.8176 2.70326 1.04665
1344038_sf_hexa 8.84845 1.89361 1.04432
1344041_sf_hexa 15.387 2.06473 1.07133
1344042_sf_hexa 119.376 3.2124 1.04704
1344044_sf_hexa 163.318 2.65032 1.00072
1344047_sf_hexa 20.7106 2.06834 1.07258
1344049_sf_hexa 77.2021 4.36143 1.02526
1344051_sf_hexa 16.5993 1.47119 1.00007
1344052_sf_hexa 11.2459 1.38455 1
1344054_sf_hexa 191.968 3.8684 1.02229
1344055_sf_hexa 18.7448 2.79548 1.02768
134601_sf_hexa 52.2682 2.69187 1.01374
134603_sf_hexa 58.2554 2.63774 1.00872
134609_sf_hexa 106.99 3.21798 1.10963
134611_sf_hexa 43.0605 2.50258 1.05952
134612_sf_hexa 47.5339 2.49677 1.06693
134613_sf_hexa 59.4801 2.51225 1.06023
134617_sf_hexa 12.8182 2.41814 1.00425
134618_sf_hexa 112.032 2.49065 1.00121
134624_sf_hexa 105.36 3.1453 1.02154
134630_sf_hexa 53.1508 2.47436 1.00185
134631_sf_hexa 6.99964 1.51392 1.00084
134636_sf_hexa 16.206 2.37508 1.00936
1349593_sf_hexa 35.0831 3.07416 1.04485
135064_sf_hexa 40.2316 2.32576 1.06639
135071_sf_hexa 14.7986 2.10179 1.03613
135074_sf_hexa 47.403 2.22458 1.09052
135078_sf_hexa 19.2216 2.24413 1.19842
135214_sf_hexa 10.6382 2.38804 1.08857
135215_sf_hexa 43.6458 2.33803 1.00004
135216_sf_hexa 7.4329 1.36131 1
135217_sf_hexa 44.7775 1.99734 1.00008
135218_sf_hexa 121.199 2.12884 1.00091
135219_sf_hexa 37.7967 2.33184 1.00562
135222_sf_hexa 43.4463 2.68425 1.03824
135457_sf_hexa 100.809 2.54522 1.03979
135458_sf_hexa 113.306 2.57439 1.0169
135459_sf_hexa 95.7215 2.56475 1.00776
1356107_sf_hexa 51.8045 2.80884 1.03987
1356637_sf_hexa 39.3669 2.75256 1.04393
1356639_sf_hexa 242.224 2.77179 1.00833
1356640_sf_hexa 50.1628 2.31793 1.00299
1356644_sf_hexa 3.39186 1.25656 1.00011
1356645_sf_hexa 62.4736 2.15312 1.04669
1356648_sf_hexa 50.35 2.53063 1.003
135676_sf_hexa 108.733 2.97983 1.00159
135677_sf_hexa 24.9342 2.25307 1.04907
136024_sf_hexa 74.9406 2.49041 1
136243_sf_hexa 6.53981 1.60325 1.00138
136397_sf_hexa 28.0959 2.48263 1.02251
136404_sf_hexa 24.2919 2.14396 1.03983
136935_sf_hexa 11.0328 2.30794 1.10628
1371988_sf_hexa 44.7417 2.80795 1.07443
137707_sf_hexa 92.4805 2.71421 1.02545
137976_sf_hexa 74.2434 2.75647 1.07922
138095_sf_hexa 106.071 3.01258 1.04742
138101_sf_hexa 67.4242 2.96318 1.04669
138102_sf_hexa 348.199 2.95642 1.01731
138183_sf_hexa 374.268 3.16568 1.01709
138188_sf_hexa 6.69156 1.64768 1.01007
138189_sf_hexa 187.743 2.83884 1.01117
138197_sf_hexa 288.351 3.06444 1.015
138199_sf_hexa 130.098 2.69671 1.00377
138205_sf_hexa 207.43 3.5148 1.05881
138253_sf_hexa 42.8885 2.80665 1.03905
1382593_sf_hexa 12.6037 2.14231 1.0773
1382602_sf_hexa 36.5668 2.38154 1.00289
1384321_sf_hexa 28.8361 3.14418 1.09431
1384322_sf_hexa 43.2997 2.97563 1.05555
1387346_sf_hexa 10.1175 2.43051 1.2084
1389866_sf_hexa 189.643 3.00523 1.04805
1396885_sf_hexa 41.0699 2.57895 1.0347
1396888_sf_hexa 104.59 1.47563 1
1396890_sf_hexa 42.0667 2.38806 1.01984
1396891_sf_hexa 28.0665 1.9802 1.06237
1396892_sf_hexa 48.0426 1.75136 1.0001
1396893_sf_hexa 73.3005 2.03669 1.00058
1396898_sf_hexa 67.6923 1.4519 1
1396900_sf_hexa 23.6866 1.76158 1.0004
1396903_sf_hexa 106.941 2.3267 1.01696
1396905_sf_hexa 51.679 2.69901 1.02282
1396906_sf_hexa 109.585 2.61095 1.03959
1396908_sf_hexa 101.68 2.2859 1.0173
1396910_sf_hexa 199.219 2.60075 1.02727
139737_sf_hexa 80.2868 2.763 1.02843
1397588_sf_hexa 65.6845 2.56287 1.03149
140547_sf_hexa 23.7882 2.79822 1.07828
1409877_sf_hexa 46.1789 2.1582 1.02257
1411169_sf_hexa 20.5125 1.98718 1.0701
1411686_sf_hexa 2.90652 1.55625 1.00061
1411687_sf_hexa 45.9232 2.0877 1.00284
1411688_sf_hexa 15.1389 2.07606 1.00212
1411689_sf_hexa 25.8426 2.23509 1.02148
1411695_sf_hexa 24.0632 2.53554 1.10153
1411698_sf_hexa 46.7877 2.92468 1.07698
1411700_sf_hexa 13.5932 1.40855 1
1411701_sf_hexa 49.3093 2.92433 1.04364
1411702_sf_hexa 3.97834 1.5808 1.00654
1417953_sf_hexa 7.48504 1.35359 1
1417954_sf_hexa 13.0891 1.8428 1.00868
1417955_sf_hexa 68.3256 3.02696 1.02571
1417956_sf_hexa 14.8416 1.82328 1.0041
1417957_sf_hexa 62.8632 2.93128 1.03421
1417960_sf_hexa 198.001 2.79439 1.02169
1417961_sf_hexa 90.6734 2.87157 1.0518
1417965_sf_hexa 27.8071 1.94795 1.07967
1417966_sf_hexa 94.8083 1.75869 1.00981
1432739_sf_hexa 55.697 2.86198 1.00891
1432741_sf_hexa 25.5311 2.52307 1.06397
1436276_sf_hexa 219.095 2.91572 1.02999
1437919_sf_hexa 151.446 2.74905 1.01739
1450317_sf_hexa 17.0161 1.59311 1
1450318_sf_hexa 11.0867 1.55743 1
1450319_sf_hexa 10.2576 1.46762 1
1450320_sf_hexa 10.6191 1.60019 1.00001
1450323_sf_hexa 10.0379 1.72504 1.00573
1451899_sf_hexa 64.72 2.58596 1.08033
1451901_sf_hexa 53.69 2.45542 1.07301
1452672_sf_hexa 90.5748 2.52467 1.01573
1452673_sf_hexa 115.13 2.97402 1.0473
1452674_sf_hexa 59.4901 2.5306 1.00195
1452675_sf_hexa 106.296 2.48353 1.00399
1452678_sf_hexa 41.4749 1.83287 1.00005
145329_sf_hexa 21.6413 2.54362 1.01793
145331_sf_hexa 63.7604 3.34214 1.07341
1454017_sf_hexa 12.3602 1.61576 1.00134
1454018_sf_hexa 25.0658 1.52664 1.0018
1454387_sf_hexa 61.841 2.20692 1.01251
1454388_sf_hexa 25.4054 1.71412 1
1454389_sf_hexa 23.6327 1.45227 1
145507_sf_hexa 140.727 2.5186 1
1458668_sf_hexa 10.2211 2.16162 1.03287
1458670_sf_hexa 87.3084 3.02019 1.08505
1458671_sf_hexa 20.7688 1.82539 1.0004
1458672_sf_hexa 40.9608 2.23481 1.02353
1458675_sf_hexa 154.167 2.82678 1.03133
1458679_sf_hexa 37.2884 2.5242 1.02909
1458680_sf_hexa 25.1379 2.64385 1.09222
1458681_sf_hexa 73.0321 2.27556 1.02234
1458682_sf_hexa 10.798 2.33178 1.19327
1458685_sf_hexa 47.2323 2.77024 1.05728
1458686_sf_hexa 20.9515 2.23259 1.01201
1458687_sf_hexa 65.9332 2.68444 1.01286
1458691_sf_hexa 24.5522 2.51947 1.02156
1458692_sf_hexa 58.9814 2.72766 1.03547
1458693_sf_hexa 12.6079 2.28897 1.02981
1458694_sf_hexa 36.8897 2.84686 1.06159
1458695_sf_hexa 205.785 3.32269 1.0896
1458696_sf_hexa 86.9594 2.85418 1.06052
1458697_sf_hexa 15.1497 2.68863 1.07602
1458699_sf_hexa 90.1881 2.75855 1.0324
1458703_sf_hexa 116.957 2.83336 1.06427
1458704_sf_hexa 59.8704 2.97951 1.04797
1458706_sf_hexa 44.7409 2.87178 1.04555
1461200_sf_hexa 26.281 2.46118 1.0335
1464288_sf_hexa 32.3021 1.84036 1.0017
147463_sf_hexa 51.6223 2.6299 1.03651
148292_sf_hexa 62.4769 2.86896 1.0365
1482988_sf_hexa 12.2847 2.16576 1.10383
1482989_sf_hexa 16.5983 2.40863 1.06106
1482990_sf_hexa 35.4423 2.32643 1.04358
1483720_sf_hexa 12.7753 1.60155 1.00107
1483721_sf_hexa 34.3552 2.72534 1.03098
1484067_sf_hexa 119.196 2.6414 1.02524
1489589_sf_hexa 25.3041 3.47929 1.30814
1489593_sf_hexa 9.98283 1.93929 1.05161
1492345_sf_hexa 29.8093 2.84436 1.03134
1501546_sf_hexa 13.5952 2.63092 1.05288
1501590_sf_hexa 9.37436 1.72555 1.03856
1502911_sf_hexa 8.44918 1.4381 1.00033
1505017_sf_hexa 6.57812 1.89533 1.01381
1505018_sf_hexa 34.6548 2.63247 1.00278
1505019_sf_hexa 32.4825 2.45208 1.0198
1505020_sf_hexa 12.6341 1.79182 1.03918
1505025_sf_hexa 74.9328 3.12774 1.10655
1505027_sf_hexa 73.0733 2.56146 1.02132
1505029_sf_hexa 42.9012 2.52528 1.01681
1505032_sf_hexa 40.2779 2.04257 1.02195
1505036_sf_hexa 255.361 2.60684 1.02764
1509643_sf_hexa 63.4666 2.4292 1.03626
1512169_sf_hexa 31.8625 2.45975 1.03187
151360_sf_hexa 42.9952 2.05902 1.00007
151370_sf_hexa 46.3692 1.9146 1.05082
151376_sf_hexa 64.5298 2.05197 1.00007
1514494_sf_hexa 77.3523 2.79754 1.23967
1517923_sf_hexa 159.194 3.16167 1.07768
1519467_sf_hexa 18.4641 1.59943 1.00012
1519468_sf_hexa 25.8575 2.7222 1.06786
1519469_sf_hexa 67.349 2.99208 1.01231
1519471_sf_hexa 16.4359 1.58024 1.00055
1536353_sf_hexa 24.4313 2.62888 1.09735
1536355_sf_hexa 28.2876 2.08768 1.00801
1536356_sf_hexa 25.3854 1.82125 1.00405
153956_sf_hexa 23.8269 1.54236 1.00283
153964_sf_hexa 124.696 2.79647 1.02819
153968_sf_hexa 9.81464 1.65235 1.01482
1559370_sf_hexa 48.6352 2.80213 1.02721
1559483_sf_hexa 20.4124 2.10638 1.04385
1566089_sf_hexa 30.5914 1.76942 1.00165
1572114_sf_hexa 47.8495 2.97662 1.00799
157581_sf_hexa 35.3432 2.34698 1.0493
157812_sf_hexa 25.0145 1.65631 1.00007
1582374_sf_hexa 17.9162 2.41744 1.07684
1582376_sf_hexa 23.7204 2.4328 1.0044
1582377_sf_hexa 48.8583 2.76881 1.00514
1582378_sf_hexa 6.50778 1.38372 1.00673
1582380_sf_hexa 8.34923 1.85872 1.12417
1582381_sf_hexa 93.9939 2.8178 1.01386
1582383_sf_hexa 67.6827 2.45802 1.00348
1582384_sf_hexa 73.0371 2.61765 1.00669
1582385_sf_hexa 21.665 2.47351 1.03548
1582386_sf_hexa 8.50333 1.57631 1.01383
1582388_sf_hexa 50.0491 2.74632 1.01035
1582390_sf_hexa 16.6642 2.55476 1.02434
1582391_sf_hexa 42.5739 2.42495 1.06648
1582392_sf_hexa 92.2843 3.18157 1.00859
1582393_sf_hexa 23.0782 2.74928 1.00349
1582395_sf_hexa 29.8718 2.65645 1.00737
1582396_sf_hexa 20.6447 2.4591 1.00602
1582397_sf_hexa 30.4814 2.32633 1.07848
1582398_sf_hexa 79.736 2.61122 1.00305
1582399_sf_hexa 37.404 2.6171 1.06629
1582400_sf_hexa 35.1709 2.19669 1.07394
1582401_sf_hexa 115.717 2.64509 1.01226
1582402_sf_hexa 50.5455 2.37401 1.01402
1582404_sf_hexa 39.2809 2.53495 1.02509
1582405_sf_hexa 69.4022 2.23742 1.00001
1582406_sf_hexa 51.2447 2.1271 1.00808
1582407_sf_hexa 27.1231 2.46486 1.01437
1582408_sf_hexa 26.9141 2.19154 1.01334
1582409_sf_hexa 33.6569 2.57681 1.01609
1582410_sf_hexa 35.5685 2.06276 1.00581
1582411_sf_hexa 24.3365 2.47021 1.00442
1582412_sf_hexa 12.0476 1.95351 1.02527
1582413_sf_hexa 13.91 2.06835 1.0128
1582414_sf_hexa 22.57 2.44686 1.04507
1582415_sf_hexa 49.85 2.70096 1.05579
1582416_sf_hexa 73.5476 2.42085 1.00463
1582419_sf_hexa 41.4145 2.69535 1.04471
1582422_sf_hexa 24.5922 2.04528 1.02007
1582423_sf_hexa 55.8282 2.63795 1.06058
1582424_sf_hexa 20.2425 2.67794 1.05177
1582425_sf_hexa 26.1113 2.39461 1.04093
1582426_sf_hexa 37.1653 2.48541 1.02174
1582427_sf_hexa 33.3748 1.87482 1
1582428_sf_hexa 24.6583 2.32888 1.02501
1582429_sf_hexa 15.8645 2.27863 1.01153
1582430_sf_hexa 25.4877 1.81772 1.00739
1582431_sf_hexa 16.6086 1.95841 1.00279
1582432_sf_hexa 54.9699 2.62534 1.03106
1582433_sf_hexa 33.1883 2.31898 1.00302
1582434_sf_hexa 30.332 2.54554 1.06458
1582435_sf_hexa 16.2389 2.25129 1.01496
1582436_sf_hexa 57.8942 2.84774 1.00463
1582439_sf_hexa 43.8768 2.69819 1.005
158249_sf_hexa 70.6607 2.00901 1.00119
1592665_sf_hexa 36.1517 2.59135 1.02804
1592666_sf_hexa 87.1735 2.59204 1.02829
159693_sf_hexa 87.5926 2.88304 1.06174
159696_sf_hexa 102.435 2.74188 1.0171
1601763_sf_hexa 40.7633 2.48638 1.00274
161025_sf_hexa 68.2208 2.97628 1.02491
1614063_sf_hexa 8.49643 2.00626 1.01845
1614064_sf_hexa 45.751 2.72768 1.02924
1614065_sf_hexa 47.1518 2.71385 1.02125
161461_sf_hexa 90.7519 2.68786 1.05874
1620053_sf_hexa 58.9533 2.57013 1.07792
1620054_sf_hexa 22.0982 2.53444 1.12455
1620056_sf_hexa 64.5959 2.91739 1.12961
1620063_sf_hexa 10.8285 2.16701 1.04233
1620064_sf_hexa 22.6797 2.49556 1.1181
162100_sf_hexa 28.9712 1.64157 1.00086
162282_sf_hexa 12.0751 1.91229 1.02982
1623064_sf_hexa 4.05073 1.33011 1
162331_sf_hexa 29.8061 3.6618 1.07949
162332_sf_hexa 38.6373 2.94056 1.05982
162333_sf_hexa 8.59265 1.5658 1.01111
162336_sf_hexa 95.4951 1.77243 1
162399_sf_hexa 69.8652 3.05509 1.02048
1628448_sf_hexa 49.1627 2.24981 1.05441
1628454_sf_hexa 31.593 2.72423 1.02607
1628455_sf_hexa 42.429 2.80679 1.0698
163758_sf_hexa 14.035 1.37674 1
163760_sf_hexa 22.4839 2.36463 1.07135
163761_sf_hexa 12.0092 2.29076 1.00513
163762_sf_hexa 24.6818 2.23096 1.00447
163763_sf_hexa 10.8214 1.5344 1.0108
1652976_sf_hexa 94.5983 2.91762 1.04408
165845_sf_hexa 436.892 2.86282 1.01051
166280_sf_hexa 64.5678 3.0416 1.09346
1663773_sf_hexa 56.5341 2.93552 1.0404
1663774_sf_hexa 53.0567 2.91776 1.04405
167064_sf_hexa 32.1291 2.6518 1.01869
167107_sf_hexa 24.725 2.27692 1.075
167108_sf_hexa 42.6716 2.19939 1.00017
167110_sf_hexa 41.0723 2.56758 1.01894
167112_sf_hexa 56.3819 2.30358 1.00464
167113_sf_hexa 182.454 2.48746 1.00705
168074_sf_hexa 23.3653 3.06631 1.04837
1681115_sf_hexa 12.0734 1.66544 1.01204
1681116_sf_hexa 31.2981 3.25976 1.08065
1681117_sf_hexa 37.9603 2.46176 1.08826
1681119_sf_hexa 49.4654 2.74955 1.07
1681120_sf_hexa 33.3398 2.2597 1.06223
1681121_sf_hexa 130.145 2.86296 1.0557
1681122_sf_hexa 294.361 3.11731 1.02558
1681239_sf_hexa 18.3589 2.11711 1.00234
1700791_sf_hexa 40.454 2.40265 1.00001
1706456_sf_hexa 65.3028 2.64103 1.0021
1706457_sf_hexa 37.4515 2.17105 1.00143
1706459_sf_hexa 25.1552 2.31594 1.03003
1706460_sf_hexa 76.8598 2.7776 1.00561
1706467_sf_hexa 58.5992 2.86877 1.0086
1706474_sf_hexa 16.6478 2.21465 1.01687
1717685_sf_hexa 34.6896 2.00158 1
1722410_sf_hexa 12.9138 1.76371 1.00616
1722411_sf_hexa 19.8174 2.34517 1.06517
1722413_sf_hexa 12.6662 1.62177 1.0089
1722414_sf_hexa 124.218 2.5358 1.00734
1722415_sf_hexa 16.6675 1.67728 1.00256
1722417_sf_hexa 12.6662 1.62177 1.0089
1722418_sf_hexa 12.5551 1.62256 1.0082
1722420_sf_hexa 124.218 2.53579 1.00734
1750622_sf_hexa 19.7636 2.07505 1.00237
1750623_sf_hexa 62.1114 2.25027 1.00153
1772289_sf_hexa 68.8203 2.56441 1.01593
1772543_sf_hexa 15.4093 2.54833 1.0815
1772591_sf_hexa 17.4172 2.72359 1.11043
1772593_sf_hexa 18.4926 2.43294 1.05466
178196_sf_hexa 96.5519 2.66929 1.01129
178202_sf_hexa 10.9153 1.50295 1.00009
185290_sf_hexa 36.5283 2.63466 1.00603
186199_sf_hexa 40.7613 2.75482 1.00402
186200_sf_hexa 140.114 2.82121 1.00203
186201_sf_hexa 91.156 2.774 1.00409
186202_sf_hexa 81.7131 2.76423 1.00202
186203_sf_hexa 64.6228 2.76816 1.00203
186204_sf_hexa 67.5456 2.76533 1.00816
186542_sf_hexa 264.43 3.08582 1.0648
186544_sf_hexa 15.8511 1.74579 1.0003
186546_sf_hexa 23.9485 2.7044 1.01985
186548_sf_hexa 153.381 3.08751 1.02741
186550_sf_hexa 85.3052 2.71422 1.00736
186551_sf_hexa 9.16332 1.54896 1.00128
186553_sf_hexa 10.6554 1.69389 1.00417
186555_sf_hexa 94.0504 2.62034 1.04408
186558_sf_hexa 40.1287 3.06661 1.00555
186559_sf_hexa 63.1784 3.05836 1.12805
186560_sf_hexa 54.687 3.02896 1.04365
187281_sf_hexa 16.1358 1.4861 1
187283_sf_hexa 30.1967 1.71829 1.00072
187284_sf_hexa 34.0116 1.80838 1.00077
187996_sf_hexa 19.2183 2.11468 1.01874
188497_sf_hexa 25.0723 2.47231 1.09518
188501_sf_hexa 6.21152 1.7304 1.05626
188504_sf_hexa 67.5619 2.32182 1.0003
188506_sf_hexa 20.2652 1.93871 1.0013
190247_sf_hexa 23.006 2.59452 1.10158
190250_sf_hexa 32.4512 2.28702 1.03859
190252_sf_hexa 33.0252 2.4805 1.00397
190253_sf_hexa 14.0278 1.78245 1.1006
190698_sf_hexa 69.5106 2.40086 1.00029
191077_sf_hexa 22.5378 1.98386 1.00345
191078_sf_hexa 56.8874 2.18269 1.00311
191079_sf_hexa 42.44 2.93716 1.13389
191081_sf_hexa 68.6454 2.88232 1.04492
192042_sf_hexa 87.3875 3.09023 1.04624
194884_sf_hexa 84.8385 3.0346 1.11669
195696_sf_hexa 29.1191 1.81903 1.00004
195697_sf_hexa 36.5204 1.77892 1.00003
196123_sf_hexa 51.2748 2.96418 1.04793
196187_sf_hexa 48.4974 2.92326 1.02936
196190_sf_hexa 35.6161 2.618 1.08298
196191_sf_hexa 46.305 2.61334 1.0814
196192_sf_hexa 51.3755 2.48486 1.06272
196207_sf_hexa 83.2418 3.01748 1.01134
196209_sf_hexa 44.5589 2.9494 1.00799
199524_sf_hexa 88.6542 2.31036 1.0112
199820_sf_hexa 11.2761 1.51674 1.00318
200005_sf_hexa 19.4225 1.58969 1.00031
200007_sf_hexa 65.8102 2.44326 1.03304
200008_sf_hexa 21.0213 1.98817 1.04581
200074_sf_hexa 22.5653 1.96895 1.00003
200075_sf_hexa 24.2207 2.03093 1.00001
200076_sf_hexa 21.8091 2.10541 1.00001
200077_sf_hexa 21.3289 1.83346 1
200078_sf_hexa 27.9835 1.93601 1
200079_sf_hexa 26.0674 1.901 1.00002
200080_sf_hexa 19.6137 2.09664 1.00001
200081_sf_hexa 21.2695 1.93283 1.00002
200082_sf_hexa 22.2522 1.90831 1
200083_sf_hexa 18.3237 2.13235 1.0033
200212_sf_hexa 7.25291 1.38844 1
200369_sf_hexa 39.5868 2.5052 1.02938
200688_sf_hexa 72.0531 2.86476 1.0186
200689_sf_hexa 8.01891 1.45339 1
200690_sf_hexa 8.77542 1.40921 1
200691_sf_hexa 9.19845 1.35896 1
200692_sf_hexa 4.47234 1.2883 1
200694_sf_hexa 4.06012 1.27676 1
200697_sf_hexa 102.018 2.54358 1.04483
200961_sf_hexa 46.3363 2.59947 1.0292
200962_sf_hexa 76.3664 2.55646 1.01005
200963_sf_hexa 31.5777 2.50699 1.00955
200965_sf_hexa 38.9354 2.53464 1.02745
200967_sf_hexa 99.9407 2.53521 1.03571
200973_sf_hexa 41.6724 2.50804 1.01519
202263_sf_hexa 13.7823 1.42768 1.00646
202264_sf_hexa 60.885 3.03864 1.01493
202265_sf_hexa 23.8545 2.27532 1.00067
202266_sf_hexa 55.9862 2.82257 1.05589
202267_sf_hexa 67.6826 2.5451 1.00915
203289_sf_hexa 48.2395 2.51153 1.00035
204267_sf_hexa 76.7735 2.79349 1.06072
204477_sf_hexa 20.9811 2.74361 1.13247
204951_sf_hexa 50.8787 3.10864 1.00733
204952_sf_hexa 30.9372 2.58946 1.00708
204953_sf_hexa 50.5714 3.28974 1.01054
204954_sf_hexa 107.421 2.97002 1.01015
204955_sf_hexa 42.9632 3.22785 1.06272
204956_sf_hexa 73.0344 3.27465 1.00735
204957_sf_hexa 45.4124 3.27382 1.03366
204958_sf_hexa 79.9349 3.07648 1.00725
204959_sf_hexa 45.9638 3.04498 1.05105
204960_sf_hexa 42.9631 3.08245 1.04983
206317_sf_hexa 65.7349 2.20122 1.00001
208718_sf_hexa 41.49 2.14015 1.00332
208719_sf_hexa 7.69158 1.50923 1.00036
208720_sf_hexa 10.1109 2.15932 1.23342
208721_sf_hexa 45.8057 2.6191 1
208722_sf_hexa 64.5537 2.32226 1.00003
208724_sf_hexa 21.0321 1.76694 1.01172
208727_sf_hexa 50.8936 1.80947 1
209086_sf_hexa 22.6684 1.59926 1.00008
211915_sf_hexa 58.55 2.49678 1.00671
212134_sf_hexa 34.6921 3.16434 1.0548
212135_sf_hexa 12.928 1.47662 1.00334
212136_sf_hexa 239.054 2.9394 1.00573
213385_sf_hexa 177.295 3.12517 1.04884
213388_sf_hexa 40.0369 2.05978 1.00001
213389_sf_hexa 9.28923 1.40576 1
214246_sf_hexa 65.3631 3.45512 1.05041
214247_sf_hexa 60.5336 3.11274 1.02531
214248_sf_hexa 25.3982 2.92148 1.03119
214249_sf_hexa 16.9892 2.44906 1.06604
214251_sf_hexa 13.903 2.5143 1.11895
214479_sf_hexa 9.46833 1.67238 1.00743
215990_sf_hexa 25.2703 2.11327 1.02489
215991_sf_hexa 12.0828 2.81187 1.12779
215992_sf_hexa 11.6332 2.36003 1.02144
215993_sf_hexa 101.025 2.98966 1.03375
216763_sf_hexa 20.1815 1.57729 1
217022_sf_hexa 57.6424 2.54601 1.15474
217023_sf_hexa 11.2592 1.90185 1.01042
217024_sf_hexa 68.045 2.87627 1.01201
217025_sf_hexa 12.1626 1.87324 1.01069
217027_sf_hexa 16.2455 2.12247 1.00152
217029_sf_hexa 42.1814 2.32908 1.12846
217031_sf_hexa 128.167 2.80585 1.02065
220653_sf_hexa 29.0027 2.33774 1.02252
222140_sf_hexa 61.1191 2.43413 1.16381
222747_sf_hexa 73.0928 2.25395 1
224108_sf_hexa 109.332 2.45431 1
224504_sf_hexa 70.3422 3.0324 1.03204
225354_sf_hexa 151.202 2.80083 1.00976
225935_sf_hexa 73.5825 2.54987 1.00327
225936_sf_hexa 60.3543 2.52305 1.00326
225937_sf_hexa 27.1074 2.80386 1.15296
225940_sf_hexa 10.6219 1.785 1.01023
225941_sf_hexa 39.8286 2.33382 1.01767
225946_sf_hexa 22.314 2.55243 1.05373
225947_sf_hexa 8.36568 1.59067 1.03039
225951_sf_hexa 17.9468 2.5286 1.05381
225954_sf_hexa 17.9126 1.75837 1.01177
225960_sf_hexa 81.3236 2.63834 1.02913
225961_sf_hexa 71.9222 2.77715 1.04258
225962_sf_hexa 87.8519 3.00043 1.00368
225965_sf_hexa 8.00733 1.85856 1.03747
225966_sf_hexa 76.8767 2.66871 1.02364
225968_sf_hexa 26.9703 2.5006 1.08278
225969_sf_hexa 26.8657 2.49643 1.08271
225970_sf_hexa 59.0726 2.4814 1.00017
225972_sf_hexa 42.288 3.01997 1.00459
225973_sf_hexa 16.9008 1.72565 1.00765
225977_sf_hexa 81.2747 2.78512 1.0321
226160_sf_hexa 33.8233 2.25508 1.00001
226639_sf_hexa 76.9478 2.87927 1.02773
226677_sf_hexa 88.6573 2.99734 1.03005
226684_sf_hexa 72.4059 2.99192 1.03867
226685_sf_hexa 139.661 2.95418 1.03539
226954_sf_hexa 89.9722 2.82681 1.07151
227387_sf_hexa 8.66789 1.83867 1.00885
227388_sf_hexa 49.5431 2.07426 1.00001
227615_sf_hexa 45.0194 2.34195 1.00662
227616_sf_hexa 73.9855 4.4418 1.00723
229331_sf_hexa 170.06 2.44709 1.04844
229596_sf_hexa 60.4796 2.87608 1.10202
229598_sf_hexa 9.42025 1.71548 1
229600_sf_hexa 37.5886 3.21047 1.06723
229601_sf_hexa 37.3502 3.20931 1.07422
229605_sf_hexa 16.002 1.40925 1
229606_sf_hexa 9.18353 1.68141 1.00709
229953_sf_hexa 29.9797 2.43959 1.00481
229955_sf_hexa 417.858 3.15411 1.02917
229956_sf_hexa 130.669 3.09533 1.03941
230909_sf_hexa 101.242 2.52604 1.00003
232909_sf_hexa 39.5504 2.77618 1.01119
233186_sf_hexa 5.35152 1.37235 1.00031
233187_sf_hexa 11.4368 1.53281 1.0003
233188_sf_hexa 41.7523 1.83944 1.0001
233189_sf_hexa 17.7489 1.48713 1.0001
233190_sf_hexa 4.98512 1.37204 1.00031
233191_sf_hexa 17.6352 1.48717 1.0001
233192_sf_hexa 15.7394 1.47993 1.00006
233193_sf_hexa 5.43258 1.42288 1.00004
233194_sf_hexa 5.34401 1.37562 1.00004
233195_sf_hexa 5.43258 1.42143 1.00005
233196_sf_hexa 5.65713 1.42056 1.0001
233197_sf_hexa 12.1342 1.48133 1.00005
233198_sf_hexa 8.61895 1.20075 1
235725_sf_hexa 39.6227 2.32024 1.03772
236147_sf_hexa 96.9546 2.64435 1.04372
236159_sf_hexa 60.2182 2.55564 1.03896
236171_sf_hexa 9.70588 1.76502 1.0033
237626_sf_hexa 64.4003 1.88207 1.01577
237630_sf_hexa 39.5161 2.80181 1.08007
237632_sf_hexa 128.458 3.22083 1.15062
237634_sf_hexa 43.3801 2.46557 1.00001
237635_sf_hexa 114.208 2.98016 1.0955
237737_sf_hexa 107.052 2.79885 1.05656
237738_sf_hexa 74.9126 2.70131 1.01076
237739_sf_hexa 75.8608 2.71496 1.02826
238415_sf_hexa 93.7217 3.62174 1.05971
238416_sf_hexa 59.0462 2.25398 1.19233
238417_sf_hexa 63.1318 2.8117 1.04696
238419_sf_hexa 26.1009 2.13688 1.0071
238421_sf_hexa 28.8216 2.37096 1.04968
238422_sf_hexa 60.31 2.70529 1.06806
238636_sf_hexa 116.892 1.93178 1
238637_sf_hexa 43.7179 1.83037 1.00006
239181_sf_hexa 74.9006 2.8109 1.03673
239184_sf_hexa 115.682 2.87296 1.03117
239187_sf_hexa 40.1154 2.87881 1.03012
239191_sf_hexa 178.185 2.63147 1.05156
240291_sf_hexa 73.5182 3.01421 1.04634
240292_sf_hexa 10.4027 1.39894 1
240293_sf_hexa 11.5994 1.98239 1.00211
